9663	133991	7513	4	-8.47637e-04	-3719.055	-2951.778
34446	7608	2087	11	0.0538007	-3739.560	-2951.778
7398	90748	17231	4	-4.39761e-04	-3713.860	-2951.778
70359	79805	2465	9	0.0118133	-3738.661	-2951.778
2404	15446	23235	4	-6.76563e-04	-3715.245	-2951.778
7805	3134	68515	8	0.0131581	-3739.400	-2951.778
13124	9017	38878	6	0.0074639	-3740.440	-2951.778
43046	24495	30789	4	0.0094811	-3738.82448	-2951.778
54429	8976	1994	10	0.0615639	-3739.260	-2951.778
37216	16884	732	11	0.0950103	-3740.171	-2951.778
12823	125897	8014	4	-1.10568e-03	-3719.244	-2951.778
4911	11798	37107	4	-1.04205e-03	-3718.630	-2951.778
74505	6839	3582	10	0.0672777	-3738.368	-2951.778
4830	398	31845	5	0.0553307	-3738.575	-2951.778
2812	76908	22751	4	-1.40761e-04	-3711.179	-2951.778
66042	12809	2280	11	0.0422509	-3739.498	-2951.778
8333	130129	5628	4	-8.47536e-04	-3719.031	-2951.778
23361	8121	2177	11	0.0404517	-3739.146	-2951.778
2226	40588	33782	4	-1.31089e-04	-3710.26801	-2951.778
38090	18439	2281	12	0.0216055	-3739.40664	-2951.778
5782	3133	23575	4	0.0122647	-3739.423	-2951.778
4904	53890	20359	4	-4.23906e-04	-3712.293	-2951.778
27795	6343	3244	11	0.0438566	-3739.14131	-2951.778
5586	41568	43983	4	-2.75134e-04	-3710.56535	-2951.778
7554	48627	48823	5	-2.56853e-04	-3711.060	-2951.778
3297	1409	84095	8	0.0142285	-3739.224	-2951.778
24519	24457	623	11	0.0606653	-3740.105	-2951.778
3349	61697	22153	4	-2.15045e-04	-3712.222	-2951.778
15976	4078	9202	7	0.0506930	-3740.234	-2951.778
2713	14771	18016	4	-7.56128e-04	-3716.077	-2951.778
65592	60675	1595	10	0.0158656	-3737.743	-2951.778
2518	9850	31549	4	-7.32462e-04	-3716.51595	-2951.778
68899	11259	3034	10	0.0471483	-3739.150	-2951.778
65779	16800	17887	11	0.0152530	-3739.840	-2951.778
15946	19782	6348	8	0.0136166	-3739.928	-2951.778
5982	67827	57901	4	-1.34489e-04	-3709.724	-2951.778
26588	15344	737	11	0.0539981	-3738.948	-2951.778
2635	911	89084	6	0.0105751	-3740.325	-2951.778
14575	1696	26131	4	0.0507205	-3739.423	-2951.778
16727	30205	5337	7	0.0120753	-3739.455	-2951.778
3141	1435	15400	4	0.0226814	-3741.087	-2951.778
7959	65958	12470	4	-1.00777e-03	-3716.089	-2951.778
6539	70169	39399	4	-2.25441e-04	-3711.347	-2951.778
29072	24530	12025	7	0.0125706	-3738.73217	-2951.778
4767	65310	21024	4	-3.12059e-04	-3709.855	-2951.778
16816	20032	47758	10	0.0051237	-3738.586	-2951.778
6489	6108	21465	4	0.0079330	-3740.420	-2951.778
73793	3256	45345	8	0.0549339	-3739.785	-2951.778
17527	8448	64579	9	0.0092202	-3737.998	-2951.778
2756	2878	21890	4	0.0077507	-3741.241	-2951.778
