NPOP08  NPREBOT NBOT  TBOT  NANC  RANC  MaxEstLhood MaxObsLhood
16657	21939	656	29	3	807	-3.30270e-04	-3080.139	-2486.401
17460	42660	1205	16	5	1511	-3.34049e-04	-3080.292	-2486.401
82474	6187	375	18	5	243	-3.23714e-04	-3081.370	-2486.401
28670	38307	1400	17	4	1636	-3.15338e-04	-3080.348	-2486.401
26488	57934	526	9	5	1827	-3.45663e-04	-3080.154	-2486.401
25267	30759	691	11	3	816	-3.62952e-04	-3080.250	-2486.401
9711	89146	2054	25	11	3144	-3.34478e-04	-3080.793	-2486.401
37598	60325	1809	10	3	2089	-3.36306e-04	-3080.386	-2486.401
34990	9144	355	20	5	314	-3.37146e-04	-3081.125	-2486.401
33460	43623	1456	14	12	1806	-3.18447e-04	-3079.035	-2486.401
21562	88111	1512	9	7	2282	-3.65355e-04	-3080.684	-2486.401
16400	8685	127	19	11	325	-3.28553e-04	-3080.729	-2486.401
20710	15423	308	18	8	608	-3.23344e-04	-3080.773	-2486.401
21330	27113	813	20	4	972	-3.32841e-04	-3080.319	-2486.401
30186	96435	2657	9	3	2730	-3.56457e-04	-3081.530	-2486.401
9965	45835	339	14	9	1702	-3.29324e-04	-3080.510	-2486.401
74768	25531	1772	15	4	953	-3.28803e-04	-3080.169	-2486.401
12110	72789	2134	15	12	2236	-3.48288e-04	-3079.926	-2486.401
9717	62831	1395	18	8	1491	-3.74100e-04	-3081.328	-2486.401
15239	23844	581	26	5	989	-3.18259e-04	-3081.764	-2486.401
12576	42190	794	14	5	1243	-3.52466e-04	-3080.325	-2486.401
13491	28780	397	12	3	911	-3.45289e-04	-3081.889	-2486.401
15305	11330	328	29	3	401	-3.34125e-04	-3079.469	-2486.401
15982	15448	448	27	12	592	-3.26173e-04	-3079.549	-2486.401
9294	35122	515	20	11	1191	-3.38403e-04	-3079.628	-2486.401
12569	17581	389	24	5	561	-3.44485e-04	-3081.386	-2486.401
33979	12749	456	18	4	362	-3.56156e-04	-3080.715	-2486.401
14656	30608	346	13	8	1139	-3.29111e-04	-3081.025	-2486.401
17649	88435	1353	9	6	2675	-3.49832e-04	-3080.336	-2486.401
64719	62026	1869	8	2	1521	-3.70819e-04	-3080.942	-2486.401
50040	81351	5370	9	2	1718	-3.85761e-04	-3081.076	-2486.401
53001	29786	1214	12	7	936	-3.46018e-04	-3079.769	-2486.401
18482	26551	559	18	5	1378	-2.95843e-04	-3080.149	-2486.401
46966	41004	1056	10	7	1563	-3.26706e-04	-3081.429	-2486.401
28337	29464	611	12	5	1082	-3.30436e-04	-3078.533	-2486.401
12350	50590	1702	24	7	1978	-3.24167e-04	-3081.642	-2486.401
10052	23083	246	17	10	848	-3.30397e-04	-3081.109	-2486.401
17463	61191	2184	21	7	2535	-3.18381e-04	-3079.828	-2486.401
19942	30051	1502	30	2	1106	-3.30215e-04	-3084.045	-2486.401
11685	39918	669	18	10	1925	-3.03190e-04	-3080.878	-2486.401
12899	46516	1059	24	8	1637	-3.34693e-04	-3080.457	-2486.401
27405	37775	565	11	5	1392	-3.30091e-04	-3080.385	-2486.401
17105	15137	252	20	11	656	-3.13874e-04	-3080.705	-2486.401
21572	94529	4361	15	6	2852	-3.50089e-04	-3081.518	-2486.401
16532	21436	343	18	10	647	-3.50048e-04	-3080.327	-2486.401
15690	14811	299	18	9	639	-3.14322e-04	-3079.684	-2486.401
18570	15093	341	18	3	669	-3.11620e-04	-3079.578	-2486.401
12606	25531	720	24	3	896	-3.34971e-04	-3079.899	-2486.401
31005	95802	2947	7	6	1852	-3.94602e-04	-3082.554	-2486.401
13809	32399	913	21	6	1240	-3.26302e-04	-3084.632	-2486.401
